,Causal Phrase,Sentiment
6814,thane jeeves sandeep jambhure Very good service thank,POSITIVE
6815,super duper #Mi good service thanks,POSITIVE
6816,sound quality is also awesome thanks flipkart for to delivery,POSITIVE
6817,good product good servicing installations service is satisfied,POSITIVE
6818,fast service fast delivery,NEUTRAL
6819,excellent TV at excellent price with excellent delivery,POSITIVE
6820,quality is good Service,POSITIVE
6821,Good sound  Value for Money Overall Good productDelivery,POSITIVE
6822,First of all Thanks to flipcart for super fast delivery,POSITIVE
6823,service Flipkart nice TV picture quality,POSITIVE
6824,Thank you Flipkart for your awesome speed of delivery,POSITIVE
6825,product good delivered thanks Flipkart Iâm so happy,POSITIVE
6826,productvalue for moneyThanks flipkart to quick delivery,NEUTRAL
6827,Flipkart for time to time best service thank,POSITIVE
6828,best product value of moneyfast delivery,POSITIVE
6829,nice delivery,POSITIVE
6830,filpkart service installation good engineer vinod khichi,POSITIVE
6831,for price good delivery ekart good demo,POSITIVE
6832,food product picture quality very good service,POSITIVE
6833,Thank you flipkart for ur fast delivery,POSITIVE
6834,nice TV nice picture quality 3 days delivery,POSITIVE
6835,product   good packaging guality picture,POSITIVE
6836,Nice tv In this Range Thanks Mi And delivery,POSITIVE
6837,nice Flipkart fast delivery  thanks,POSITIVE
6838,best delivery best product,POSITIVE
6839,Excellent service in courier boy thank,POSITIVE
6840,Best TV Best serviceBest priceBest Jeeves,POSITIVE
6841,"product,  service is too good",POSITIVE
6842,Fast delivery excellent service thank,POSITIVE
6843,product by mi And thanks too Flipkart Fastest delivery,POSITIVE
6844,worst worst service by the installer jeeves,NEGATIVE
6845,LED Very Excellent  Good Flipkart Service,POSITIVE
6846,fast delivery from flipkart,NEUTRAL
6847,good delivery products awesome TV  sajin also good demo,POSITIVE
6848,Nice product worth of money Flipkart nice delivery,POSITIVE
6849,delivery is super fastinstallation person too good,POSITIVE
6850,Right time To Delivery and Installations super Services from flipkartGood,POSITIVE
6851,Complete pakeag in Good price fast delivery,POSITIVE
6852,very nice TV good condition valuable,POSITIVE
6853,installation services is very poor Need to improve,NEGATIVE
6854,wow nice delivery package fast delivery awesome,POSITIVE
6855,time delivery really good,POSITIVE
6856,"product, nice tv,  delivery is good , fast installation thanks",POSITIVE
6857,product fast delivered an fast installation service thanks to Flipkart,POSITIVE
6858,awesome quality in good range receive in good condition,POSITIVE
6859,Good service nice worth,POSITIVE
6860,"nice smart Android TV,,,, flipkart delivery is very fast,, thanks",POSITIVE
6861,good but installation is not good nice product,POSITIVE
6862,really nice productthanks mithnks flipkart for fast delivery,POSITIVE
6863,good but mobile conecting very poor or demo sevice,NEGATIVE
6864,good productgood service good installation,POSITIVE
6865,delivery time is good thanks,POSITIVE
6866,For the product3/10 For the installationGood,NEUTRAL
6867,good delivery,POSITIVE
6868,thanks flipkart best service,POSITIVE
6869,why the hell does this tv don't support NETFLIX,NEGATIVE
6870,fast delivery quick Installation thanks,POSITIVE
6871,Fast delivery UHD also amazing,POSITIVE
6872,thanks Flipkart to super fast delivery,POSITIVE
6873,very nice mi tv good condition valuable,POSITIVE
6874,Thanks to flipkart for super quick delivery,POSITIVE
6875,Product And Very Good Service,POSITIVE
6876,Product good But Delivery,POSITIVE
6877,delivery delivery boy is a good,POSITIVE
6878,Best product best service,POSITIVE
6879,installation person with,NEUTRAL
6880,Super fast delivery,POSITIVE
6881,Delivery person is very polite and nice guy thank you flipkart for on time delivery,POSITIVE
6882,am so happy ððvery fast delive,POSITIVE
6883,Thank you flipkart for timely delivery,POSITIVE
6884,fast after sale service,NEUTRAL
6885,amazing fast delivery,POSITIVE
6886,Excellent productsExcellent service,POSITIVE
6887,Fast delivery thanks,POSITIVE
6888,From Flipkart always appreciated fast delivery,POSITIVE
6889,Awesome product â¤ï¸â¤ï¸And also delivery,POSITIVE
6890,Good delivery,POSITIVE
6891,product nice service,POSITIVE
6892,excellent services  thank,POSITIVE
6893,Product delivery is nice,POSITIVE
6894,Super delivery tv demo,POSITIVE
6895,Good service,POSITIVE
6896,good product service,POSITIVE
6897,product with good services,POSITIVE
6898,Nyc work fast deliveryI am happy with flipkart service,POSITIVE
6899,Flipkart Jeeves installation,NEUTRAL
6900,Its awesome delivery,POSITIVE
6901,Excellent delivery service with fast,POSITIVE
6902,Thanks for prompt delivery,POSITIVE
6903,Thanks for the timely delivery,POSITIVE
6904,Fast delivery of flipkart on doorstep thanks,POSITIVE
6905,to Flipkart for good delivery,POSITIVE
6906,Thanks for filpkart fast delivery,POSITIVE
6907,good productGood delivery,POSITIVE
6908,Awesome installation service. fast delivery fast installationTechnician was very calm,POSITIVE
6909,Thanks a lot to flipkart for your fast delivery,POSITIVE
6910,qualityAnd service also good,POSITIVE
6911,Super nice service,POSITIVE
6912,delivery amazing,POSITIVE
6913,thank u Very much fast delivery,POSITIVE
6914,Delivery very fast best,POSITIVE
6915,Flipkart you are awesome delivery,POSITIVE
6916,also not showing proper demo,NEUTRAL
6917,Awesome video Quality nice delivery,POSITIVE
6918,Thanks Flipkart for awesome delivery,POSITIVE
6919,ontime delivery as ensured by Flipkart in a well good,POSITIVE
6920,Great picture qualityFast delivery,POSITIVE
6921,Wonderful TV worth for Money Delivery,POSITIVE
6922,Nice delivery,POSITIVE
6923,Super fast delivery,POSITIVE
6924,Thank you for the quick delivery :) nice product,POSITIVE
6925,service for Flipkart good picture quality&,POSITIVE
6926,mi led installation by ahmed boxwala by jeeves service,NEUTRAL
6927,fast delivery thanks,POSITIVE
6928,super fast delivery,POSITIVE
6929,Superb service,POSITIVE
6930,Super fast delivery,POSITIVE
6931,delivery Good,POSITIVE
6932,super TV thank flipkart for nicely delivered,POSITIVE
6933,delivery not damage well my side full happy,POSITIVE
6934,thank u flipkart for the amazing service,POSITIVE
6935,nice producte quick delivery,POSITIVE
6936,BEST PRODUCT IN THIS RANGE INSTALLATION IS VERY FAST,POSITIVE
6937,installation on time delivery good service excellent,POSITIVE
6938,super fast delivery,POSITIVE
6939,Nice product by mi 4a pro TVBest services,POSITIVE
6940,thanks to flipkart for fast delivery,POSITIVE
6941,Good  product amazing delivery,POSITIVE
6942,value for moneyfast delivery,POSITIVE
6943,Product ð Fast Deliver,NEUTRAL
6944,nice smart Led by Mi thanks flipkart for faster delivery,POSITIVE
6945,demo is worst,NEGATIVE
6946,installation service is very poor,NEGATIVE
6947,Good service jeeves good demo,POSITIVE
6948,flipkart is excellent in delivery,POSITIVE
6949,fast service i am happy ð Than,POSITIVE
6950,picture quality was great fast delivery,POSITIVE
6951,good quality good services,POSITIVE
6952,product fast delivery,POSITIVE
6953,on time deliveryvalue for money product,POSITIVE
6954,worst service,NEGATIVE
6955,Thank you flipkart for fast delivery,POSITIVE
6956,product good service flipkart thank,POSITIVE
6957,product good service flipkart thank,POSITIVE
6958,#Nice product value for money #And the installation,POSITIVE
6959,deal good delivery,POSITIVE
6960,product very good delivery,POSITIVE
6961,service team is very bad too late,NEGATIVE
6962,Awesome flipcart your excellent service,POSITIVE
6963,Nice tv Best delivery,POSITIVE
6964,nice delivery timing thanks,POSITIVE
6965,Poor delivery systemSever issue of,NEGATIVE
6966,super fast service,POSITIVE
6967,for such a good product delivery,POSITIVE
6968,good But installation bad bad service,NEGATIVE
6969,for money received in good condition,POSITIVE
6970,great delivery as well great product,POSITIVE
6971,very good  tv delivery is realy nice,POSITIVE
6972,TV is good at this price with fast delivery,POSITIVE
6973,Amazing  fast delivery,POSITIVE
6974,feedback by ROHIT pardeshi And service is also good,POSITIVE
6975,good demo,POSITIVE
6976,supper very good service product very good in this budget,POSITIVE
6977,Fast delivered for FlipkartThanks,NEUTRAL
6978,service is also good,POSITIVE
6979,good service from syed jeelan of Jeeves,POSITIVE
6980,lightening fast delivery thanks,POSITIVE
6981,delivery man is so good,POSITIVE
6982,product Happy with Flipkart service,POSITIVE
6983,nice tv nice customer service,POSITIVE
6984,Good product good Tv delivery,POSITIVE
6985,service by you guys thanks,POSITIVE
6986,installation person,NEUTRAL
6987,superr i love it services super fast,POSITIVE
6988,product is nice delivery,POSITIVE
6989,Deliver Good Installation Experience by Jeeves,POSITIVE
6990,great performancevery good flipkart service,POSITIVE
6991,to Flipkart for good service,POSITIVE
6992,TV Quality is good flipcart delivery,POSITIVE
6993,wonderful TV thanks to flipkart for one day delivery,POSITIVE
6994,awesome product with good service,POSITIVE
6995,product service is fast,NEUTRAL
6996,thanks flipkart fast delivery,POSITIVE
6997,thanks flipkart fast delivery,POSITIVE
6998,for money the delivery of the product was good,POSITIVE
6999,delivery quality of flipkart was awesome,POSITIVE
7000,product is awesome installation part is also good,POSITIVE
7001,value for money fast delivery,POSITIVE
7002,delivery  demo fast insaladan  good,POSITIVE
7003,And thank you flipkart for fast delivery,POSITIVE
7004,picture quality fast delivery,NEUTRAL
7005,thank you Flipkart for fast delivery!!,POSITIVE
7006,service provided by me thank,POSITIVE
7007,shopping experience since prompt delivery,NEUTRAL
7008,fast delivery thanks,POSITIVE
7009,thanks fp for such a fast delivery,POSITIVE
7010,great product great delivery,POSITIVE
7011,Installation service of flipkart was bad,NEGATIVE
7012,service is very poor,NEGATIVE
7013,he arranged for deliverythanks,POSITIVE
7014,Don't buy very poor service,NEGATIVE
7015,awesome delivery,POSITIVE
7016,with quick delivery,POSITIVE
7017,good good service,POSITIVE
7018,thanks for this nice service,POSITIVE
7019,demo mi contract person of jeevas is very worst,NEGATIVE
7020,thanks to flipkart great service,POSITIVE
7021,Super fast delivery,POSITIVE
7022,delivery is good,POSITIVE
7023,Thanks to Flipkart for quick delivery,POSITIVE
7024,Quality Nice Service,POSITIVE
7025,service of mi led tvThanks,NEUTRAL
7026,good product good delivery,POSITIVE
7027,good product good delivery,POSITIVE
7028,very good service very nice,POSITIVE
7029,installation person is very poor knowledge about this product,NEGATIVE
7030,sound quality delivery so fast awesome,POSITIVE
7031,average overall experience is appreciated  fast service,POSITIVE
7032,good delivery good product,POSITIVE
7033,nice delivery,POSITIVE
7034,installation are very good I'm so happy thank,POSITIVE
7035,installation service is very very bad,NEGATIVE
7036,Product is good nice packaging,POSITIVE
7037,installation very,NEUTRAL
7038,Awesome Television awesome installation service,POSITIVE
7039,SUPPORT IS VERY POOR FOR DEMO,NEGATIVE
7040,excellent delivery product is average,POSITIVE
7041,Worst product evert didnât support,NEGATIVE
7042,*Installation: Worst,NEGATIVE
7043,good range with lots of featuresService,POSITIVE
7044,now installation complete thanks,POSITIVE
7045,customer service are best thank you flipkart,POSITIVE
7046,or fast delivery by flipkart good work,POSITIVE
7047,or fast delivery by flipkart good work,POSITIVE
7048,Thanks a lot Flipkart for very speedy delivery,POSITIVE
7049,product with very fast installation,POSITIVE
7050,Thank you for your fast delivery,POSITIVE
7051,quik service for flipkart thanks,POSITIVE
7052,installation process is really great thank,POSITIVE
7053,super excited Mi TV verry fast service,POSITIVE
7054,good product And goods delivered,POSITIVE
7055,Thank you Flipkart for quick service,POSITIVE
7056,installation service is very slow please improve,POSITIVE
