,0,1,2
6486,is,product  good service,POSITIVE
6487,polite,good work by flipkart they delivered,POSITIVE
6488,patient,product good value of money MI after sale service,POSITIVE
6489,explain,product good service price very low only 11000 thanks,POSITIVE
6490,it,Thanks Flipkart Best product Short delivery timeAndQuick installation,POSITIVE
6491,is,great delivery,POSITIVE
6492,a,led is good also service of Jeeves,POSITIVE
6493,nice,Nice product thanks flipkart for fastest delivery,POSITIVE
6494,tov,thane jeeves sandeep jambhure Very good service thank,POSITIVE
6495,with,super duper #Mi good service thanks,POSITIVE
6496,good,sound quality is also awesome thanks flipkart for to delivery,POSITIVE
6497,picture,good product good servicing installations service is satisfied,POSITIVE
6498,quality,fast service fast delivery,NEUTRAL
6499,and,excellent TV at excellent price with excellent delivery,POSITIVE
6500,connectivity,quality is good Service,POSITIVE
6501,i,Good sound  Value for Money Overall Good productDelivery,POSITIVE
6502,bought,First of all Thanks to flipcart for super fast delivery,POSITIVE
6503,it,service Flipkart nice TV picture quality,POSITIVE
6504,10,Thank you Flipkart for your awesome speed of delivery,POSITIVE
6505,day,product good delivered thanks Flipkart Iâm so happy,POSITIVE
6506,ago,productvalue for moneyThanks flipkart to quick delivery,NEUTRAL
6507,great,Flipkart for time to time best service thank,POSITIVE
6508,picture,best product value of moneyfast delivery,POSITIVE
6509,quality,nice delivery,POSITIVE
6510,best,filpkart service installation good engineer vinod khichi,POSITIVE
6511,sound,for price good delivery ekart good demo,POSITIVE
6512,quality,food product picture quality very good service,POSITIVE
6513,to,Thank you flipkart for ur fast delivery,POSITIVE
6514,is,nice TV nice picture quality 3 days delivery,POSITIVE
6515,good,product   good packaging guality picture,POSITIVE
6516,picture,Nice tv In this Range Thanks Mi And delivery,POSITIVE
6517,nice,nice Flipkart fast delivery  thanks,POSITIVE
6518,but,best delivery best product,POSITIVE
6519,comcast,Excellent service in courier boy thank,POSITIVE
6520,not,Best TV Best serviceBest priceBest Jeeves,POSITIVE
6521,connect,"product,  service is too good",POSITIVE
6522,but,Fast delivery excellent service thank,POSITIVE
6523,ok,product by mi And thanks too Flipkart Fastest delivery,POSITIVE
6524,superb,worst worst service by the installer jeeves,NEGATIVE
6525,product,LED Very Excellent  Good Flipkart Service,POSITIVE
6526,picture,fast delivery from flipkart,NEUTRAL
6527,clarity,good delivery products awesome TV  sajin also good demo,POSITIVE
6528,is,Nice product worth of money Flipkart nice delivery,POSITIVE
6529,very,delivery is super fastinstallation person too good,POSITIVE
6530,good,Right time To Delivery and Installations super Services from flipkartGood,POSITIVE
6531,good,Complete pakeag in Good price fast delivery,POSITIVE
6532,quality,very nice TV good condition valuable,POSITIVE
6533,darn,installation services is very poor Need to improve,NEGATIVE
6534,sounds,wow nice delivery package fast delivery awesome,POSITIVE
6535,good,time delivery really good,POSITIVE
6536,picture,"product, nice tv,  delivery is good , fast installation thanks",POSITIVE
6537,good,product fast delivered an fast installation service thanks to Flipkart,POSITIVE
6538,picture,awesome quality in good range receive in good condition,POSITIVE
6539,quality,Good service nice worth,POSITIVE
6540,on,"nice smart Android TV,,,, flipkart delivery is very fast,, thanks",POSITIVE
6541,this,good but installation is not good nice product,POSITIVE
6542,price,really nice productthanks mithnks flipkart for fast delivery,POSITIVE
6543,good,good but mobile conecting very poor or demo sevice,NEGATIVE
6544,product,good productgood service good installation,POSITIVE
6545,but,delivery time is good thanks,POSITIVE
6546,please,For the product3/10 For the installationGood,NEUTRAL
6547,improve,good delivery,POSITIVE
6548,nice,thanks flipkart best service,POSITIVE
6549,product,why the hell does this tv don't support NETFLIX,NEGATIVE
6550,pictures,fast delivery quick Installation thanks,POSITIVE
6551,quality,Fast delivery UHD also amazing,POSITIVE
6552,is,thanks Flipkart to super fast delivery,POSITIVE
6553,super,very nice mi tv good condition valuable,POSITIVE
6554,good,Thanks to flipkart for super quick delivery,POSITIVE
6555,to,Product And Very Good Service,POSITIVE
6556,at,Product good But Delivery,POSITIVE
6557,this,delivery delivery boy is a good,POSITIVE
6558,price,Best product best service,POSITIVE
6559,picture,installation person with,NEUTRAL
6560,quality,Super fast delivery,POSITIVE
6561,is,Delivery person is very polite and nice guy thank you flipkart for on time delivery,POSITIVE
6562,very,am so happy ððvery fast delive,POSITIVE
6563,good,Thank you flipkart for timely delivery,POSITIVE
6564,and,fast after sale service,NEUTRAL
6565,sound,amazing fast delivery,POSITIVE
6566,awesome,Excellent productsExcellent service,POSITIVE
6567,like,From Flipkart always appreciated fast delivery,POSITIVE
6568,this,Awesome product â¤ï¸â¤ï¸And also delivery,POSITIVE
6569,nice,Good delivery,POSITIVE
6570,picture,product nice service,POSITIVE
6571,quality,excellent services  thank,POSITIVE
6572,in,Product delivery is nice,POSITIVE
6573,this,Super delivery tv demo,POSITIVE
6574,price,Good service,POSITIVE
6575,best,good product service,POSITIVE
6576,picture,product with good services,POSITIVE
6577,quality,product with good services,POSITIVE
6578,overall,Nyc work fast deliveryI am happy with flipkart service,POSITIVE
6579,experience,Flipkart Jeeves installation,NEUTRAL
6580,is,Its awesome delivery,POSITIVE
6581,good,Excellent delivery service with fast,POSITIVE
6582,nice,Thanks for prompt delivery,POSITIVE
6583,picture,Thanks for the timely delivery,POSITIVE
6584,quality,Fast delivery of flipkart on doorstep thanks,POSITIVE
6585,very,to Flipkart for good delivery,POSITIVE
6586,good,Thanks for filpkart fast delivery,POSITIVE
6587,product,good productGood delivery,POSITIVE
6588,and,Awesome installation service. fast delivery fast installationTechnician was very calm,POSITIVE
6589,good,Thanks a lot to flipkart for your fast delivery,POSITIVE
6590,quality,qualityAnd service also good,POSITIVE
6591,pictures,Super nice service,POSITIVE
6592, T H A N K S,delivery amazing,POSITIVE
6593,to,thank u Very much fast delivery,POSITIVE
6594,mi,Delivery very fast best,POSITIVE
6595, A N D,Flipkart you are awesome delivery,POSITIVE
6596, F I L P C A R T,also not showing proper demo,NEUTRAL
6597,good,product nice service thank,POSITIVE
6598,and,Awesome video Quality nice delivery,POSITIVE
6599,nice,Thanks Flipkart for awesome delivery,POSITIVE
6600,working,ontime delivery as ensured by Flipkart in a well good,POSITIVE
6601,awesome,Great picture qualityFast delivery,POSITIVE
6602,picture,Wonderful TV worth for Money Delivery,POSITIVE
6603,quality,Nice delivery,POSITIVE
6604,lower,Super fast delivery,POSITIVE
6605,price,Thank you for the quick delivery :) nice product,POSITIVE
6606,range,service for Flipkart good picture quality&,POSITIVE
6607,liked,mi led installation by ahmed boxwala by jeeves service,NEUTRAL
6608,it,fast delivery thanks,POSITIVE
6609,loved,super fast delivery,POSITIVE
6610,the,Superb service,POSITIVE
6611,to,Super fast delivery,POSITIVE
6612,it,delivery Good,POSITIVE
6613,i,super TV thank flipkart for nicely delivered,POSITIVE
6614,value,delivery not damage well my side full happy,POSITIVE
6615,for,thank u flipkart for the amazing service,POSITIVE
6616,money,nice producte quick delivery,POSITIVE
6617,pic,BEST PRODUCT IN THIS RANGE INSTALLATION IS VERY FAST,POSITIVE
6618,quality,installation on time delivery good service excellent,POSITIVE
6619,is,super fast delivery,POSITIVE
6620,goodremote,Nice product by mi 4a pro TVBest services,POSITIVE
6621,is,thanks to flipkart for fast delivery,POSITIVE
6622,a,Good  product amazing delivery,POSITIVE
6623,bit,value for moneyfast delivery,POSITIVE
6624,problematic,Product ð Fast Deliver,NEUTRAL
6625,unable,nice smart Led by Mi thanks flipkart for faster delivery,POSITIVE
6626,picture,demo is worst,NEGATIVE
6627,quality,installation service is very poor,NEGATIVE
6628,is,Good service jeeves good demo,POSITIVE
6629,good,flipkart is excellent in delivery,POSITIVE
6630,sound,fast service i am happy ð Than,POSITIVE
6631,system,picture quality was great fast delivery,POSITIVE
6632,is,good quality good services,POSITIVE
6633,very,product fast delivery,NEUTRAL
6634,good,on time deliveryvalue for money product,NEUTRAL
6635,but,worst service,NEGATIVE
6636,connectivity,Thank you flipkart for fast delivery,POSITIVE
6637,quality,#Nice product value for money #And the installation,POSITIVE
6638,sound,deal good delivery,POSITIVE
6639,quality,product very good delivery,POSITIVE
6640,connectivity,service team is very bad too late,NEGATIVE
6641,use,Awesome flipcart your excellent service,POSITIVE
6642,had,Nice tv Best delivery,POSITIVE
6643,channel,nice delivery timing thanks,POSITIVE
6644,pack,Poor delivery systemSever issue of,NEGATIVE
6645,in,super fast service,POSITIVE
6646,set,product fast service really happy,POSITIVE
6647,of,for such a good product delivery,POSITIVE
6648,box,good But installation bad bad service,NEGATIVE
6649,for,for money received in good condition,POSITIVE
6650,good,great delivery as well great product,POSITIVE
6651,quality,very good  tv delivery is realy nice,POSITIVE
6652,in,TV is good at this price with fast delivery,POSITIVE
6653,a,Amazing  fast delivery,POSITIVE
6654,tov,feedback by ROHIT pardeshi And service is also good,POSITIVE
6655,awesome,good demo,POSITIVE
6656,tov,supper very good service product very good in this budget,POSITIVE
6657,for,supper very good service product very good in this budget,POSITIVE
6658,the,Fast delivered for FlipkartThanks,NEUTRAL
6659,price,service is also good,POSITIVE
6660,picture,good service from syed jeelan of Jeeves,POSITIVE
6661,quality,lightening fast delivery thanks,POSITIVE
6662,is,delivery man is so good,POSITIVE
6663,good,product Happy with Flipkart service,POSITIVE
6664,sound,nice tv nice customer service,POSITIVE
6665,quality,Good product good Tv delivery,POSITIVE
6666,good,service by you guys thanks,POSITIVE
6667,but,installation person,NEUTRAL
6668,connectivity,superr i love it services super fast,POSITIVE
6669,is,product is nice delivery,POSITIVE
6670,very,Deliver Good Installation Experience by Jeeves,POSITIVE
6671,was,great performancevery good flipkart service,POSITIVE
6672,super,to Flipkart for good service,POSITIVE
6673,value,TV Quality is good flipcart delivery,POSITIVE
6674,for,wonderful TV thanks to flipkart for one day delivery,POSITIVE
6675,money,awesome product with good service,POSITIVE
6676,sound,product service is fast,NEUTRAL
6677,and,for money the delivery of the product was good,POSITIVE
6678,picture,delivery quality of flipkart was awesome,POSITIVE
6679,quality,product is awesome ðinstallation part is also goo,POSITIVE
6680,is,value for money fast delivery,POSITIVE
6681,best,delivery  demo fast insaladan  good,POSITIVE
6682,compare,And thank you flipkart for fast delivery,POSITIVE
6683,to,picture quality fast delivery,NEUTRAL
6684,the,thank you Flipkart for fast delivery!!,POSITIVE
6685,price,service provided by me thank,POSITIVE
6686,connectivity,thanks flipkart for the  fast delivery,POSITIVE
6687,also,thanks flipkart for the  fast delivery,POSITIVE
6688,great,shopping experience since prompt delivery,NEUTRAL
6689,picture,fast delivery thanks,POSITIVE
6690,quality,thanks fp for such a fast delivery,POSITIVE
6691,at,great product great delivery,POSITIVE
6692,this,Installation service of flipkart was bad,NEGATIVE
6693,price,service is very poor,NEGATIVE
6694,range,he arranged for deliverythanks,NEUTRAL
6695,awesome,Don't buy very poor service,POSITIVE
6696,sound,awesome delivery,POSITIVE
6697,quality,with quick delivery,NEUTRAL
6698,worth,good good service,POSITIVE
6699,every,thanks for this nice service,POSITIVE
