,0,1,2,,
10106,"...y backup, in full use it comes for me 24 hrs. Decent camera and display quality. I am happy with it. Good sound quali",. Decent camera and display quali,POSITIVE,,
10107,...everything good but display quality and processor is too low,everything good but display quality,NEGATIVE,,
10108,...Battery has good performance and display is also good .I give advice that everyone should buy,Battery has good performance and display is also good,POSITIVE,,
10109,"...Very good phone...nice display and long battery life ,, good camera, 4gb",nice display,POSITIVE,,
10110,...awsome display quality,awsome display quality,NEUTRAL,,
10111,...Very good Mobile and nice smooth display long bettery nice mobile,nice smooth display long bettery nice mobile,POSITIVE,,
10112,...its display is soo poor.best camerafast battery drainage,display is soo poor,NEUTRAL,,
10113,...print and face unlock is super fast.2. Touch is smooth.3. IPS Display which is HDR Enabled is,Touch is smooth,POSITIVE,,
10114,...All are good but display is ok...,display is ok,POSITIVE,,
10115,...If you have used full hd or AMOLED display before then you will hate,If you have used full hd,NEGATIVE,,
10116,...Very nice phone and good money good display,good money good display,POSITIVE,,
10117,...expect much more in case of camera and display in this price range great display and camera setup design to show off ...quite,display in this price range great display,POSITIVE,,
10118,"...than battery performance may vary.(C) Display quality is very good, Screen is bigger and has gorilla glass",Display quality is very good,POSITIVE,,
10119,...best in this price range average display,average display,NEUTRAL,,
10120,...quality. Long time tak chane vali Betry. super display. Good product. Thank you Filip card,super display,POSITIVE,,
10121,...very nice mobile it's display is very nice and the camera is also very nice thankyou,display is very nice,POSITIVE,,
10122,...Good phone but poor display,poor display,NEGATIVE,,
10123,...amazing phonebattery charging slowbut display is awasomeback glass design is awasome,display is awasome,NEUTRAL,,
10124,...nice phone under this price pretty big screen and gives a premium feeling.,nice phone under this price pretty big screen,POSITIVE,,
10125,...phone at this range.camera is very bad .  display quality is very bad as compared to other mi phones.,display quality is very bad,NEGATIVE,,
10126,...nice phone for this price...and the colour is just awesome,colour is just awesome,POSITIVE,,
10127,...fantastic features and awesome colour,awesome colour,POSITIVE,,
10128,...Display  quality  is so bad...,Display  quality  is so bad,NEUTRAL,,
10129,...good screen quality is half better,good screen quality is half better,POSITIVE,,
10130,... Faced no issue regarding performance.Display is just poor. Phone has touch issue. Front camera is,Display is just poor,NEGATIVE,,
10131,...premium. Ruby Red color looks awesome. Display is ok at this price. Battery is excellent. Good,Display is ok,POSITIVE,,
10132,"... IR booster not working all the items. Display is good . But some times display not working ,small",Display is good,POSITIVE,,
10133,...Very good mob but average display,average display,POSITIVE,,
10134,...part is that it supports fast charge 18wDisplay is good at this price rangePerformance is good,Display is good,POSITIVE,,
10135,"...decent camera and display, but battery is really great",decent camera and display,POSITIVE,,
10136,...Good product but display is poor,display is poor,NEGATIVE,,
10137,...Unable to disconnect during voice call. Display goes blank after initiating call. Good things are its battery back up for,Display goes blank after initiating call,POSITIVE,,
10138,"...Poor Display Quality, Camera very bad, Wireless FM is do not",Poor Display Quality,NEGATIVE,,
10139,...mobile battery 2hr charging using 24hrsdisplay very good,display very good,POSITIVE,,
10140,"...specification is very good ,value of money,big screen,all is ok",big screen,POSITIVE,,
10141,...Too worstest display,Too worstest display,NEUTRAL,,
10142,...This image i took after applied tempered glass and cover... I'm really happy for this product,This image i took after applied tempered glass,POSITIVE,,
10143,...redmi note user this is not for u. camera n display is poor. pros only storage n battery backup. pls,display is poor,NEGATIVE,,
10144,...Display & camera very bad,Display & camera very bad,NEGATIVE,,
10145,...best product in this range smooth display gud quality,best product in this range smooth display gud quality,NEUTRAL,,
10146,...5000mah battery2. 4gb/64gb3. wireless FM4. 6.22 inch beautiful displayvalue for money....beautiful look n nice,6.22 inch beautiful display,POSITIVE,,
10147,...notice that much of lag as its 4gb ram... Beside Samsungs amoled i feel huawei honors mobile has better display than anyothet mobiles in its class.. Sadly... Its now on war with usa,Beside Samsungs amoled i feel huawei honors mobile has better display than anyothet mobiles in its class,NEGATIVE,,
10148,...price range-1. Camera is very good. 2. Display is very good.3. Battery is also awesome. give you one,Display is very good,POSITIVE,,
10149,...Nice also super display & camera,Nice also super display,POSITIVE,,
10150,...but it's feel more weight and camera and display is average,display is average,NEUTRAL,,
10151,"...processor speed is far better, build is superb,display is good, these are the ones that everybody wants",display is good,POSITIVE,,
10152,"...This one is best phone in this price ,amazing display, camera ð i would highly recommend âº thank",amazing display,POSITIVE,,
10153,...Good product. stylish design and super display performance. 5000 mah battery have two days working,super display performance,POSITIVE,,
10154,...battery is powerfulðª  screen size is goo, screen size is goo,NEUTRAL,,
10155,...poor display,poor display,NEUTRAL,,
10156,"...look and feelbut sluggish performance, poor display.Processor could have been better at this",poor display,NEGATIVE,,
10157,...at the given costbattery is excellentdisplay is goodcamera is good but little bit blur on normal,display is good,POSITIVE,,
10158,"...camera is ok, performance is good display is ok,",performance is good display is ok,POSITIVE,,
10159,...Not good very bad display its very hanger fone,Not good very bad display its very hanger fone,NEGATIVE,,
10160,...colour is awesome .....,colour is awesome,POSITIVE,,
10161,...this price range is awesome display and camera want improvement over all thank,this price range is awesome display,POSITIVE,,
10162,...review. prosbattery backupdisplayconsaverage displayno slow motion video recordingproblem with,average display,NEUTRAL,,
10163,...good battery charger and good volume good display good phone,good volume good display good phone,POSITIVE,,
10164,...battery backup.. Avarage camera clarity and best display.. Build and design is also look nice,best display,POSITIVE,,
10165,...1.Display very Good2.Camera Good3.Battery Super fast charging,Display very Good,POSITIVE,,
10166,"...overall product performance, battery, display is betterwhile looking into camera pixel and usage",display is better,NEUTRAL,,
10167,...good looking phone performance best display not good,good looking phone performance best display not good,POSITIVE,,
10168,...expected delivery timeðcamera is averagedisplay is goo,display is goo,NEUTRAL,,
10169,...redmi 8 is touch is very slow mobile gang,redmi 8 is touch is very slow mobile gang,NEUTRAL,,
10170,...Display quality is very poor other than its good in this budget,Display quality is very poor other than its good in this budget,NEGATIVE,,
10171,...Bad display. Battery backup is normal.,Bad display,NEUTRAL,,
10172,...all are good but camera low quality and display quality also very less,camera low quality and display quality also very less,NEGATIVE,,
10173,...very poor display quality very poor phone brightness quality,very poor display quality very poor phone brightness quality,NEGATIVE,,
10174,...awesome display and battery life is high,awesome display,NEUTRAL,,
10175,...awesome colour,awesome colour,NEUTRAL,,
10176,...Phone is very good.Display is average.,Display is average,NEUTRAL,,
10177,...nice smartphone battery backup is good and display is also pretty nice.. and colour look is stunning,display is also pretty nice,POSITIVE,,
10178,...Display quality is very bad,Display quality is very bad,NEGATIVE,,
10179,...impressive phone with awesome battery life and good display. Performance is very sensitive and fast,good display,POSITIVE,,
10180,...battery is very gooddisplay is goodbut camera is bit disappointingfor a low,display is good,NEGATIVE,,
10181,...good but according to money not goodand display  is also good but according to money it is not good. all,display  is also good,POSITIVE,,
10182,...everything  is okay except display... worst display ever in MI..  display matters,worst display ever in MI,NEGATIVE,,
10183,...very poor display bright ness  don't buy it mobail very very worst,very poor display bright ness  don't buy it mobail very very worst,NEGATIVE,,
10184,"...good, it supports only 720 pixels videos. Display is also little poor",Display is also little poor,NEGATIVE,,
