Causal Phrase,Sentiment,,
value for money,NEUTRAL,,
Value for money,POSITIVE,,
best price,NEUTRAL,,
valuable for money,POSITIVE,,
best price super,POSITIVE,,
go for it in such a low budget no one will offer such a nice phone with too much features,NEGATIVE,,
"Excellent, Value for money",POSITIVE,,
Value for money and speaker sound is awesome,POSITIVE,,
value for money,NEUTRAL,,
value for money,NEUTRAL,,
Premium quality on best price,POSITIVE,,
in this price mobile was very good value of money 5,POSITIVE,,
good budget phone comparing this price range,NEUTRAL,,
super model value for money,POSITIVE,,
price is very reasonable,POSITIVE,,
Good budget phone,NEUTRAL,,
value of money best is the best thank you Flipkart,POSITIVE,,
Value of the money ððï¿½,POSITIVE,,
super value of the money,POSITIVE,,
value of mony,NEUTRAL,,
Value for money,NEUTRAL,,
I am very impressed for this device this is value for money 8000 range this is a good phone for a normal use thank you MI for a low budget phone for all of people,POSITIVE,,
Very low price,POSITIVE,,
Best in budget,NEUTRAL,,
Good product good money,POSITIVE,,
excellent phone value for money,POSITIVE,,
great deal only on flipkart,NEUTRAL,,
"overall good , value for money",POSITIVE,,
value for money,NEUTRAL,,
value of money ðð,POSITIVE,,
awesome phone for very low price,POSITIVE,,
reasonable price,NEUTRAL,,
waste of money,NEUTRAL,,
value for money,NEUTRAL,,
worth for money,POSITIVE,,
worth for money,NEUTRAL,,
Low cost,POSITIVE,,
Nice phone value of money,POSITIVE,,
Value of money is low,NEGATIVE,,
good product its  value for money,POSITIVE,,
I am honestly saying this is the value for money at this time in India,POSITIVE,,
good quality with great price,POSITIVE,,
Best smartphone in this range,NEUTRAL,,
Awesome product true value for money,POSITIVE,,
value of money,NEUTRAL,,
the best value for money,POSITIVE,,
Valu of Money Best,POSITIVE,,
Its a amazing phone with good feature an value for money,POSITIVE,,
Value for money,NEUTRAL,,
full value of money,POSITIVE,,
"best price in mobile........,,value of money",POSITIVE,,
Good mobile in affordable Price,NEUTRAL,,
Low budget best mobile,POSITIVE,,
Value for money,NEUTRAL,,
value for money,NEUTRAL,,
Superb budget phone in your low budget,NEGATIVE,,
in budget phone camera is good excellent product go for it if budget is 8000 excellent mobile value for money,POSITIVE,,
Great deal,NEUTRAL,,
good phone value for money,POSITIVE,,
totally waste of money,NEGATIVE,,
Value of money,NEUTRAL,,
value for money,POSITIVE,,
value for money,POSITIVE,,
value for moneyð° nice  performance ðgood battery li,POSITIVE,,
best budget phone for everyone,NEUTRAL,,
value for money,NEUTRAL,,
value for money,POSITIVE,,
Valu of money,NEUTRAL,,
It's value For Money,POSITIVE,,
Value for money,NEUTRAL,,
price is so good,POSITIVE,,
Good in bugdet,POSITIVE,,
value for money,NEUTRAL,,
value for money,POSITIVE,,
it hangs a little bit rest battery is very good n value for money,POSITIVE,,
Good price,NEUTRAL,,
this is best smartphone,POSITIVE,,
Worth for money,NEUTRAL,,
Value for Money,NEUTRAL,,
it's really good value for money,POSITIVE,,
Awesome purchase,NEUTRAL,,
best mobile with best price,POSITIVE,,
worth for money,NEUTRAL,,
wow this mobile is best value,POSITIVE,,
too good in budget,POSITIVE,,
Worth for money,POSITIVE,,
It was low price in redmi,NEGATIVE,,
Nice phone value for money,POSITIVE,,
low light conditions of not clear all features a good price is effective,POSITIVE,,
Superb mobile for low cost,POSITIVE,,
value for money,NEUTRAL,,
value for money,POSITIVE,,
Value for money,POSITIVE,,
Nice phone in less budget must buy,NEUTRAL,,
Best Budget Smartphone,NEUTRAL,,
good  budget  phone,NEUTRAL,,
is the best smartphone in India,POSITIVE,,
very good phone and colourful and value for money,POSITIVE,,
Really worth for money,POSITIVE,,
nice pic in low cost,NEGATIVE,,
very good quality of the product at this low price,POSITIVE,,
worth for money,NEUTRAL,,
best in this price,NEUTRAL,,
nice mobile value for money,POSITIVE,,
value for money,POSITIVE,,
value for money,NEUTRAL,,
Value for money,NEUTRAL,,
best budget,NEUTRAL,,
value for money,NEUTRAL,,
Value for money,POSITIVE,,
best budget phone,NEUTRAL,,
waste of money,NEUTRAL,,
It is a value for money,POSITIVE,,
value of money,NEUTRAL,,
additional discount as well best deal,POSITIVE,,
Very good value for money this product thanks,POSITIVE,,
Best phone within low budget,NEGATIVE,,
Amazing Mobile Value for money thanks,POSITIVE,,
one of the best budget phone by redmi,POSITIVE,,
worth for money,POSITIVE,,
best in this price range,NEUTRAL,,
stylish mobile in affordable price,NEUTRAL,,
always value for money,POSITIVE,,
Value for money,NEUTRAL,,
good product value for money,POSITIVE,,
Best budget phone,NEUTRAL,,
value for money,POSITIVE,,
value for money,NEUTRAL,,
Supervv Phone value for ð° mone,POSITIVE,,
Loving the product good price with most wanted features camera quality should be improved,POSITIVE,,
Value for money,NEUTRAL,,
worth for price,NEUTRAL,,
Best smartphone in low price,NEGATIVE,,
value for money,NEUTRAL,,
value for money,NEUTRAL,,
value for money,NEUTRAL,,
value for money NYC smart phone camera 3.5,POSITIVE,,
nice product with less budget,NEUTRAL,,
Best value of money in redmi house,POSITIVE,,
storage see value for money,POSITIVE,,
value for money,POSITIVE,,
"nice mobile , value for money",POSITIVE,,
Good price,POSITIVE,,
value of money,NEUTRAL,,
Value for money,POSITIVE,,
best Mobile value for money ?,POSITIVE,,
Value for Money,NEUTRAL,,
in low price such good phone for middle class person,POSITIVE,,
good product and value for money,POSITIVE,,
value for money,NEUTRAL,,
good value for money,POSITIVE,,
good in this range,NEUTRAL,,
This Mobile Price With Good Phone,POSITIVE,,
good performance in low price,NEGATIVE,,
great purchase,NEUTRAL,,
it is  best price below 10000,POSITIVE,,
value of money,NEUTRAL,,
awesome deal from Flipkart value for money,POSITIVE,,
My opinion is redmi 8 phone value for money in low price,POSITIVE,,
value for money,POSITIVE,,
Best price,NEUTRAL,,
value for money,POSITIVE,,
Value for the money,POSITIVE,,
best budget phon very good,POSITIVE,,
best value of money,POSITIVE,,
performance was good 1 can buy with 100% assurance value for money,POSITIVE,,
value of money,NEUTRAL,,
value of money,POSITIVE,,
value for money,NEUTRAL,,
Best value for money mobile,POSITIVE,,
very good phone in low price,POSITIVE,,
One of the bestest phone inn low budget,NEGATIVE,,
really value for money 9 out of 10,POSITIVE,,
Price is the best,POSITIVE,,
value for money,NEUTRAL,,
value for  money,NEUTRAL,,
good in this price,POSITIVE,,
Good price,NEUTRAL,,
value for money,POSITIVE,,
Awesome value for money,POSITIVE,,
Velue for money,NEUTRAL,,
Value for money,NEUTRAL,,
very nice phone and value for money,POSITIVE,,
there are other phones as well in the market at the same price,POSITIVE,,
good.  value for money,POSITIVE,,
Good Device with lowest price,NEGATIVE,,
value for money,NEUTRAL,,
value of money,NEUTRAL,,
value of money,NEUTRAL,,
it was great value for money,POSITIVE,,
value for mony,POSITIVE,,
Value for Money in this Product,POSITIVE,,
at low cost very good performance readmi8,POSITIVE,,
Nice... Value for Money,POSITIVE,,
good for value,NEGATIVE,,
value for money,NEUTRAL,,
good quality value of money,POSITIVE,,
super performance value for money,POSITIVE,,
Value for money,POSITIVE,,
within this range best Smartphone,POSITIVE,,
phone is overall value for money...ð,POSITIVE,,
good budget phone,POSITIVE,,
best price,NEUTRAL,,
value for money,NEUTRAL,,
low price the best phone,POSITIVE,,
It's super phone and value for money  the camera is very perfect ð,POSITIVE,,
good for value,POSITIVE,,
value for money will decided after using some days,NEUTRAL,,
low Price,POSITIVE,,
good enough for the price,POSITIVE,,
good price,POSITIVE,,
It's a good deal in this price,POSITIVE,,
good in this range,POSITIVE,,
value of money,POSITIVE,,
Very Good MOBILE in low budget,POSITIVE,,
good value of product,POSITIVE,,
good in this price,POSITIVE,,
BUDGET PHONE REALLY GOOD,POSITIVE,,
love this phone at reasonable price,POSITIVE,,
good budget smart phone,POSITIVE,,
Great value for money,POSITIVE,,
In this price the product is value for money,POSITIVE,,
good product &  value for money,POSITIVE,,
value for money,NEUTRAL,,
Value of money,POSITIVE,,
Best cellphone in best price,POSITIVE,,
"Low price best phone,4 gb RAM,64 gb",POSITIVE,,
it's a value for money ï¿½,POSITIVE,,
value for money,NEUTRAL,,
good worth of money,POSITIVE,,
best deal in mid range,NEUTRAL,,
good phone value for money,POSITIVE,,
best price nice phone,POSITIVE,,
good product value of money,POSITIVE,,
really good in this price,POSITIVE,,
good product for money,NEUTRAL,,
Value for money,NEUTRAL,,
"Its almost good, value of money",POSITIVE,,
value for money,NEUTRAL,,
Very good performance and value of money,POSITIVE,,
Nice phone in  low budget,NEGATIVE,,
valuable for money,POSITIVE,,
awesome perchase,NEUTRAL,,
value for money,NEUTRAL,,
value for money,NEUTRAL,,
Good Product Value For Money,POSITIVE,,
A good budget phone,POSITIVE,,
In very low price,POSITIVE,,
Waste of money,NEGATIVE,,
Nice product in low price,NEGATIVE,,
Great deal I got it within 24hrs,NEUTRAL,,
value for money,POSITIVE,,
value for money buy it without any confusion,POSITIVE,,
best price for this phones,POSITIVE,,
Mi compromising with quality  to maintain low price,POSITIVE,,
good for budget,NEUTRAL,,
Good in budget phone,POSITIVE,,
best for this budget,POSITIVE,,
"value for money,best in mid range",NEUTRAL,,
Good in this price,NEUTRAL,,
Value for money superb phone,POSITIVE,,
good price,POSITIVE,,
price iss good,POSITIVE,,
very nice phone in low Budget,POSITIVE,,
value for money,POSITIVE,,
below in low price,POSITIVE,,
Osm smartphone value for money,POSITIVE,,
value for money,NEGATIVE,,
Worth for money,NEUTRAL,,
Value for money,NEUTRAL,,
value for money,NEUTRAL,,
super low cost,NEGATIVE,,
value for money,NEUTRAL,,
Very nice product for value of money,POSITIVE,,
good low cost,NEGATIVE,,
value for money,NEUTRAL,,
value for money,NEUTRAL,,
value for money,POSITIVE,,
value for money,NEUTRAL,,
Best features in this phone in vary less price,NEUTRAL,,
value for money,NEUTRAL,,
best for this price range,POSITIVE,,
"very very good product, value of money",POSITIVE,,
very good with lowest price,POSITIVE,,
Best in price,NEUTRAL,,
Best smartphone,NEUTRAL,,
good phone at low prices ï¿½,POSITIVE,,
good price smart phone in 8k,POSITIVE,,
nice product in low price,NEGATIVE,,
value of money,POSITIVE,,
A budget phone in a reasonable price,NEUTRAL,,
very good mobile in low price,POSITIVE,,
worth for money,NEUTRAL,,
Value for money,NEUTRAL,,
value for money,NEUTRAL,,
value for money,NEUTRAL,,
awesome phone value for money,POSITIVE,,
good quality value for money,POSITIVE,,
over all Value for money you get 4gigs ko ram,POSITIVE,,
Good Product at Good Price,POSITIVE,,
best in budget,NEUTRAL,,
"good very Nice Product , Value for Money",POSITIVE,,
Value for money,NEUTRAL,,
value for money,NEUTRAL,,
Value for Money,NEUTRAL,,
value of money,NEUTRAL,,
The best budget phone available in current market,POSITIVE,,
it's good deal in 8000k,POSITIVE,,
value for money,NEUTRAL,,
Value for money,NEUTRAL,,
best in that price,NEUTRAL,,
value of money,POSITIVE,,
it's super value for money device,POSITIVE,,
Nice phone with low price,NEGATIVE,,
value for money,NEUTRAL,,
good with this price,POSITIVE,,
amazing price among phone nice,POSITIVE,,
value for money,NEUTRAL,,
overall value for money,POSITIVE,,
SOUND VALUE FOR MONEY,POSITIVE,,
Best features in less price,NEUTRAL,,
good product in less price,NEUTRAL,,
good value of many,POSITIVE,,
Product is very good with  affordable price,POSITIVE,,
camera best good product value,POSITIVE,,
Nice Device for low Budget,NEGATIVE,,
Value for money,NEUTRAL,,
very good price,POSITIVE,,
In a low budget it is a complete pack mobile,NEGATIVE,,
very good for price,POSITIVE,,
Worth for money,NEUTRAL,,
Osm phone value for money,POSITIVE,,
product is value for money,POSITIVE,,
In low budget better phone,POSITIVE,,
super phone value for money,POSITIVE,,
very good mobile phone at low price,POSITIVE,,
Very good performance and value of money,POSITIVE,,
it's a good smart phone with low budget,POSITIVE,,
really value for money,POSITIVE,,
very good mobile budget phone,POSITIVE,,
value for money,NEUTRAL,,
this phone is value for money,POSITIVE,,
ðððððððððð,NEGATIVE,,
value for mony,NEUTRAL,,
super product in value of money,POSITIVE,,
Value for money,NEUTRAL,,
nice value for money,POSITIVE,,
Awesome value for money,POSITIVE,,
good parformens and value of money,POSITIVE,,
okay okay value for money,POSITIVE,,
it good value of money,POSITIVE,,
best price,POSITIVE,,
worth for money,NEUTRAL,,
Value for money,NEUTRAL,,
value of money very good product,POSITIVE,,
this phone is best value at 7k,POSITIVE,,
Best price,NEUTRAL,,
it's Amazing value for money ðï¿½,POSITIVE,,
low budget,NEUTRAL,,
Awesome value for money,POSITIVE,,
Best for the Budget,NEUTRAL,,
Value for money,NEUTRAL,,
value for money ï¿½,NEUTRAL,,
Good product & value for money ï¿½,POSITIVE,,
Best in this budget,NEUTRAL,,
nice product and value of money,POSITIVE,,
high quality with low cost,NEGATIVE,,
we all know it's value for money,POSITIVE,,
with this Budget good,POSITIVE,,
Worth For Money,POSITIVE,,
high product thise low price I'm happy thank u red mið,POSITIVE,,
it's a good budget phone,POSITIVE,,
low prices me super mobile,POSITIVE,,
Good quality and value for money,POSITIVE,,
"excellent phone, value for money",POSITIVE,,
price is low,NEGATIVE,,
value of money,NEUTRAL,,
value for money,NEUTRAL,,
Good in this range,NEUTRAL,,
value for money,POSITIVE,,
excellent product for less price must buy this mobile guys,NEUTRAL,,
Value for money,NEUTRAL,,
value for money,NEUTRAL,,
good for this price,NEUTRAL,,
value for money,NEUTRAL,,
good one with low price,NEGATIVE,,
it's really value of money,POSITIVE,,
Better mobile in low cost,NEGATIVE,,
good product nice batteryð backup good pric,POSITIVE,,
according to value of money it's awesome,POSITIVE,,
Valuable for money,NEUTRAL,,
awesome device value for money,POSITIVE,,
value for money,NEUTRAL,,
"Battery Backup super ,value for money",POSITIVE,,
Good Mobile budget Phone,NEUTRAL,,
this product is very good working excellent value for money phone,POSITIVE,,
best value for money device you can get at this price nothing can beat it,POSITIVE,,
Very good deal on Rs 7999 for 4 GB/64 GB varient,POSITIVE,,
Mobile supper valu of money,NEUTRAL,,
best budget phone,NEUTRAL,,
